ensembl_id	gene_name	gene_type	KO1	KO2	KO3	WT1	WT2	WT3
ENSMUSG00000000001.4	Gnai3	protein_coding	11.7607601216246	11.3224229474363	11.206363818646	11.6943419163054	12.1566162823958	11.8638160648192
ENSMUSG00000000028.14	Cdc45	protein_coding	10.5275959344671	10.4533867785173	10.8490198158183	10.5210304631261	10.2274219286401	9.61236116503973
ENSMUSG00000000037.16	Scml2	protein_coding	0	0	2.52511944925685	5.14058008939647	4.88576213450141	7.73354344731516
ENSMUSG00000000049.11	Apoh	protein_coding	5.5340831979577	5.14697632877585	5.68414085508333	5.1770057379767	5.55675807275852	6.76990025211436
ENSMUSG00000000056.7	Narf	protein_coding	9.90277968724055	9.34702980147675	9.81213335999005	10.1754661702844	10.172039230099	9.94758160128706
ENSMUSG00000000058.6	Cav2	protein_coding	8.04780270606955	9.69006948435136	8.93925514973049	9.0486470954986	8.08201291107444	9.04293882201478
ENSMUSG00000000078.7	Klf6	protein_coding	10.0414110711888	8.70789584590124	10.5744894314769	8.38686124758213	8.74637227267843	10.9187238438968
ENSMUSG00000000085.16	Scmh1	protein_coding	8.6248231569108	9.87844231994275	10.4728985196591	9.12754059385099	9.5077866953599	9.96303742582622
ENSMUSG00000000088.7	Cox5a	protein_coding	11.718613352002	12.0615489675852	11.6630391669508	12.3013715958493	11.598349463154	11.9160368348219
ENSMUSG00000000093.6	Tbx2	protein_coding	0	0	1.53728829139147	0	0	0
ENSMUSG00000000094.12	Tbx4	protein_coding	0	0	1.94625419978157	0	0	0
ENSMUSG00000000127.14	Fer	protein_coding	5.65919776622311	8.60370371354446	3.93249896750516	8.34745260077825	8.20873486062501	8.76289753550053
ENSMUSG00000000131.15	Xpo6	protein_coding	9.52282150289219	11.2331756947235	9.08788520201164	10.1900207786489	10.7109195782537	9.84704001296713
ENSMUSG00000000134.17	Tfe3	protein_coding	0.879367320561294	0	9.04176023133669	6.56690126810355	8.42914552657589	7.08447885491177
ENSMUSG00000000142.15	Axin2	protein_coding	0	0	1.94625419978157	0.927500170444784	0	0
ENSMUSG00000000148.17	Brat1	protein_coding	8.69079449793007	9.15595767010491	8.87640150749321	7.5730053861727	8.81291156409118	7.54100846162458
